YEAR,MONTH,DISTRIBUTOR,AREA,RETAILER NAME (R1),ADDRESS R1,REGENCY/DISTRICT,PRODUCT,JENIS PESTISIDA,PACKAGING,VOLUME (L/KG)
2024,06.JUN,CV. Aneka Jaya Tunas Agro,WEST JAVA,ZAKI TANI (BPK DEDEN),"Ciruas, Serang",SERANG,TRAVERSA 20/60 WG,Insektisida,100 GR,5.0 
2024,06.JUN,CV. Aneka Jaya Tunas Agro,WEST JAVA,MINI JAYA TANI (BPK TARMIN),"Bojen, Pandeglang",PANDEGLANG,ET-PRORISO 10/50 OD,Herbisida,500 ML,20.0 
2024,06.JUN,CV. Aneka Jaya Tunas Agro,WEST JAVA,MINI JAYA TANI (BPK TARMIN),"Bojen, Pandeglang",PANDEGLANG,ADORE 200 SC,Fungisida,250 ML,16.0 
2024,06.JUN,CV. Aneka Jaya Tunas Agro,WEST JAVA,MINI JAYA TANI (BPK TARMIN),"Bojen, Pandeglang",PANDEGLANG,TRAVERSA 20/60 WG,Insektisida,100 GR,10.0 
2024,06.JUN,CV. Aneka Jaya Tunas Agro,WEST JAVA,BERKAH TANI (BPK DEDEN),"Menes, Pandeglang",PANDEGLANG,TRAVERSA 20/60 WG,Insektisida,25 GR,0.3 
2024,06.JUN,CV. Aneka Jaya Tunas Agro,WEST JAVA,BERKAH TANI (BPK DEDEN),"Menes, Pandeglang",PANDEGLANG,TRAVERSA 20/60 WG,Insektisida,100 GR,1.5 
2024,06.JUN,CV. Aneka Jaya Tunas Agro,WEST JAVA,BERKAH TANI (BPK DEDEN),"Menes, Pandeglang",PANDEGLANG,TRAVERSA 20/60 WG,Insektisida,25 GR,0.8 
2024,06.JUN,CV. Aneka Jaya Tunas Agro,WEST JAVA,HADI,"Panimbang, Pandeglang",PANDEGLANG,AVJUNSU 18 EC,Insektisida,1 L,20.0 
2024,06.JUN,CV. Aneka Jaya Tunas Agro,WEST JAVA,DUA PUTRA (IBU JUJU),"Bojen, Pandeglang",PANDEGLANG,TRAVERSA 20/60 WG,Insektisida,100 GR,10.0 
2024,06.JUN,CV. Aneka Jaya Tunas Agro,WEST JAVA,HIRZI TANI JAYA (BPK KOSIM),"Kronjo, Tangerang",TANGERANG,E-TOBAN 500/50 SC,Insektisida,400 ML,10.0 
2024,06.JUN,CV. Aneka Jaya Tunas Agro,WEST JAVA,KOREAN TANI (SUKMAN),"Tirtayasa, Serang",SERANG,AVJUNSU 18 EC,Insektisida,1 L,10.0 
2024,06.JUN,CV. Aneka Jaya Tunas Agro,WEST JAVA,SRI MULYA TANI (BPK TARNO),"Cikeusik, Pandeglang Selatan",PANDEGLANG,STROZOL 25/55 WG,Fungisida,50 GR,2.0 
2024,06.JUN,CV. Aneka Jaya Tunas Agro,WEST JAVA,RIZQUNA TANI (UST. NASORI),"Bojen, Pandeglang",PANDEGLANG,ADORE 200 SC,Fungisida,250 ML,10.0 
2024,06.JUN,CV. Aneka Jaya Tunas Agro,WEST JAVA,RIZQUNA TANI (UST. NASORI),"Bojen, Pandeglang",PANDEGLANG,AVJUNSU 18 EC,Insektisida,1 L,850.0 
2024,06.JUN,CV. Aneka Jaya Tunas Agro,WEST JAVA,RIZQUNA TANI (UST. NASORI),"Bojen, Pandeglang",PANDEGLANG,BALTIKO 68/2 WP,Insektisida,100 GR,7.5 
2024,06.JUN,CV. Aneka Jaya Tunas Agro,WEST JAVA,RIZQUNA TANI (UST. NASORI),"Bojen, Pandeglang",PANDEGLANG,EMARVEL 100/50 SC,Insektisida,250 ML,15.0 
2024,06.JUN,CV. Aneka Jaya Tunas Agro,WEST JAVA,RIZQUNA TANI (UST. NASORI),"Bojen, Pandeglang",PANDEGLANG,TRAVERSA 20/60 WG,Insektisida,100 GR,15.0 
2024,06.JUN,CV. Aneka Jaya Tunas Agro,WEST JAVA,LANGGANAN JAYA (BPK NUR),"Panimbang, Pandeglang",PANDEGLANG,AVJUNSU 18 EC,Insektisida,1 L,50.0 
2024,06.JUN,CV. Aneka Jaya Tunas Agro,WEST JAVA,LANGGANAN JAYA (BPK NUR),"Panimbang, Pandeglang",PANDEGLANG,EMARVEL 100/50 SC,Insektisida,250 ML,5.0 
2024,06.JUN,CV. Aneka Jaya Tunas Agro,WEST JAVA,LANGGANAN JAYA (BPK NUR),"Panimbang, Pandeglang",PANDEGLANG,BALTIKO 68/2 WP,Insektisida,100 GR,40.0 
2024,06.JUN,CV. Aneka Jaya Tunas Agro,WEST JAVA,ZAKI TANI (BPK DEDEN),"Ciruas, Serang",SERANG,E-TOBAN 500/50 SC,Insektisida,100 ML,50.0 
2024,06.JUN,CV. Aneka Jaya Tunas Agro,WEST JAVA,ZAKI TANI (BPK DEDEN),"Ciruas, Serang",SERANG,E-TOBAN 500/50 SC,Insektisida,400 ML,180.0 
2024,06.JUN,CV. Aneka Jaya Tunas Agro,WEST JAVA,ZAKI TANI (BPK DEDEN),"Ciruas, Serang",SERANG,TRAVERSA 20/60 WG,Insektisida,25 GR,5.0 
2024,06.JUN,CV. Aneka Jaya Tunas Agro,WEST JAVA,MINI JAYA TANI (BPK TARMIN),"Bojen, Pandeglang",PANDEGLANG,ADORE 200 SC,Insektisida,250 ML,60.0 
2024,06.JUN,CV. Aneka Jaya Tunas Agro,WEST JAVA,MINI JAYA TANI (BPK TARMIN),"Bojen, Pandeglang",PANDEGLANG,EMARVEL 100/50 SC,Insektisida,250 ML,15.0 
2024,06.JUN,CV. Aneka Jaya Tunas Agro,WEST JAVA,MINI JAYA TANI (BPK TARMIN),"Bojen, Pandeglang",PANDEGLANG,STROZOL 25/55 WG,Fungisida,50 GR,5.0 
2024,06.JUN,CV. Aneka Jaya Tunas Agro,WEST JAVA,RIZQUNA TANI (UST. NASORI),"Bojen, Pandeglang",PANDEGLANG,TRAVERSA 20/60 WG,Insektisida,25 GR,5.0 
2024,06.JUN,CV. Aneka Jaya Tunas Agro,WEST JAVA,RIZQUNA TANI (UST. NASORI),"Bojen, Pandeglang",PANDEGLANG,TRAVERSA 20/60 WG,Insektisida,100 GR,10.0 
2024,06.JUN,CV. Aneka Jaya Tunas Agro,WEST JAVA,RIZQUNA TANI (UST. NASORI),"Bojen, Pandeglang",PANDEGLANG,EMARVEL 100/50 SC,Insektisida,250 ML,25.0 
2024,06.JUN,CV. Aneka Jaya Tunas Agro,WEST JAVA,RIZQUNA TANI (UST. NASORI),"Bojen, Pandeglang",PANDEGLANG,ADORE 200 SC,Fungisida,100 ML,40.0 
2024,06.JUN,CV. Aneka Jaya Tunas Agro,WEST JAVA,RIZQUNA TANI (UST. NASORI),"Bojen, Pandeglang",PANDEGLANG,ADORE 200 SC,Fungisida,250 ML,50.0 
2024,06.JUN,CV. Aneka Jaya Tunas Agro,WEST JAVA,RIZQUNA TANI (UST. NASORI),"Bojen, Pandeglang",PANDEGLANG,BALTIKO 68/2 WP,Insektisida,100 GR,50.0 
2024,06.JUN,CV. Aneka Jaya Tunas Agro,WEST JAVA,ILHAM TANI (H. HERMAN),"Petir, Serang",SERANG,E-TOBAN 500/50 SC,Insektisida,100 ML,40.0 
2024,06.JUN,CV. Aneka Jaya Tunas Agro,WEST JAVA,ILHAM TANI (H. HERMAN),"Petir, Serang",SERANG,E-TOBAN 500/50 SC,Insektisida,400 ML,60.0 
2024,06.JUN,CV. Aneka Jaya Tunas Agro,WEST JAVA,ILHAM TANI (H. HERMAN),"Petir, Serang",SERANG,ADORE 200 SC,Fungisida,100 ML,20.0 
2024,06.JUN,CV. Aneka Jaya Tunas Agro,WEST JAVA,ILHAM TANI (H. HERMAN),"Petir, Serang",SERANG,ADORE 200 SC,Fungisida,250 ML,70.0 
2024,06.JUN,CV. Aneka Jaya Tunas Agro,WEST JAVA,ILHAM TANI (H. HERMAN),"Petir, Serang",SERANG,EMARVEL 100/50 SC,Insektisida,100 ML,10.0 
2024,06.JUN,CV. Aneka Jaya Tunas Agro,WEST JAVA,ILHAM TANI (H. HERMAN),"Petir, Serang",SERANG,EMARVEL 100/50 SC,Insektisida,250 ML,35.0 
2024,06.JUN,CV. Aneka Jaya Tunas Agro,WEST JAVA,ILHAM TANI (H. HERMAN),"Petir, Serang",SERANG,EMARVEL 100/50 SC,Insektisida,50 ML,5.0 
2024,07.JULY,CV. Aneka Jaya Tunas Agro,WEST JAVA,AYU TANI (AMIN),"Kronjo, Tangerang",TANGERANG,ET-6 865 SL,Herbisida,200 ML,10.0 
2024,07.JULY,CV. Aneka Jaya Tunas Agro,WEST JAVA,AYU TANI (AMIN),"Kronjo, Tangerang",TANGERANG,ET-6 865 SL,Herbisida,400 ML,10.0 
2024,07.JULY,CV. Aneka Jaya Tunas Agro,WEST JAVA,AYU TANI (AMIN),"Kronjo, Tangerang",TANGERANG,E-TOBAN 500/50 SC,Insektisida,400 ML,10.0 
2024,07.JULY,CV. Aneka Jaya Tunas Agro,WEST JAVA,CECEP,"Cikeusal, Serang",SERANG,E-TOMIL 45 SP,Insektisida,100 GR,5.0 
2024,07.JULY,CV. Aneka Jaya Tunas Agro,WEST JAVA,CECEP,"Cikeusal, Serang",SERANG,GERCEP 75 SP,Insektisida,100 GR,5.0 
2024,07.JULY,CV. Aneka Jaya Tunas Agro,WEST JAVA,SARANA TANI (DAYAT),"Teluk Naga, Tangerang",TANGERANG,AVJUNSU 18 EC,Insektisida,250 ML,5.0 
2024,07.JULY,CV. Aneka Jaya Tunas Agro,WEST JAVA,SARANA TANI (DAYAT),"Teluk Naga, Tangerang",TANGERANG,AVJUNSU 18 EC,Insektisida,500 ML,10.0 
2024,07.JULY,CV. Aneka Jaya Tunas Agro,WEST JAVA,SARANA TANI (DAYAT),"Teluk Naga, Tangerang",TANGERANG,E-TOMIL 45 SP,Insektisida,100 GR,5.0 
2024,07.JULY,CV. Aneka Jaya Tunas Agro,WEST JAVA,SARANA TANI (DAYAT),"Teluk Naga, Tangerang",TANGERANG,AVJUNSU 18 EC,Insektisida,1 L,10.0 
2024,07.JULY,CV. Aneka Jaya Tunas Agro,WEST JAVA,SARANA TANI (DAYAT),"Teluk Naga, Tangerang",TANGERANG,AVJUNSU 18 EC,Insektisida,1 L,10.0 
2024,07.JULY,CV. Aneka Jaya Tunas Agro,WEST JAVA,ILHAM TANI (H. HERMAN),"Petir, Serang",SERANG,AVJUNSU 18 EC,Insektisida,250 ML,50.0 
2024,07.JULY,CV. Aneka Jaya Tunas Agro,WEST JAVA,ILHAM TANI (H. HERMAN),"Petir, Serang",SERANG,AVJUNSU 18 EC,Insektisida,500 ML,70.0 
2024,07.JULY,CV. Aneka Jaya Tunas Agro,WEST JAVA,ILHAM TANI (H. HERMAN),"Petir, Serang",SERANG,BALTIKO 68/2 WP,Insektisida,100 GR,10.0 
2024,07.JULY,CV. Aneka Jaya Tunas Agro,WEST JAVA,ILHAM TANI (H. HERMAN),"Petir, Serang",SERANG,EMARVEL 100/50 SC,Insektisida,100 ML,10.0 
2024,07.JULY,CV. Aneka Jaya Tunas Agro,WEST JAVA,ILHAM TANI (H. HERMAN),"Petir, Serang",SERANG,EMARVEL 100/50 SC,Insektisida,250 ML,25.0 
2024,07.JULY,CV. Aneka Jaya Tunas Agro,WEST JAVA,ILHAM TANI (H. HERMAN),"Petir, Serang",SERANG,EMARVEL 100/50 SC,Insektisida,50 ML,5.0 
2024,07.JULY,CV. Aneka Jaya Tunas Agro,WEST JAVA,ILHAM TANI (H. HERMAN),"Petir, Serang",SERANG,AVJUNSU 18 EC,Insektisida,1 L,30.0 
2024,07.JULY,CV. Aneka Jaya Tunas Agro,WEST JAVA,ALAM MAKMUR (H. IBRAHIM),Pandeglang,PANDEGLANG,ET-6 865 SL,Herbisida,400 ML,10.0 
2024,07.JULY,CV. Aneka Jaya Tunas Agro,WEST JAVA,ALAM MAKMUR (H. IBRAHIM),Pandeglang,PANDEGLANG,TRAVERSA 20/60 WG,Insektisida,100 GR,2.0 
2024,07.JULY,CV. Aneka Jaya Tunas Agro,WEST JAVA,ALAM MAKMUR (H. IBRAHIM),Pandeglang,PANDEGLANG,TRAVERSA 20/60 WG,Insektisida,25 GR,1.3 
2024,07.JULY,CV. Aneka Jaya Tunas Agro,WEST JAVA,ALAM MAKMUR (H. IBRAHIM),Pandeglang,PANDEGLANG,E-TOMIL 45 SP,Insektisida,100 GR,10.0 
2024,07.JULY,CV. Aneka Jaya Tunas Agro,WEST JAVA,SAHABAT TANI (H. UDIN),"Panimbang, Pandeglang",PANDEGLANG,AVJUNSU 18 EC,Insektisida,1 L,10.0 
2024,07.JULY,CV. Aneka Jaya Tunas Agro,WEST JAVA,SAHABAT TANI (H. UDIN),"Panimbang, Pandeglang",PANDEGLANG,E-TOBAN 500/50 SC,Insektisida,400 ML,10.0 
2024,07.JULY,CV. Aneka Jaya Tunas Agro,WEST JAVA,HERI PUTRA (H. USMAN),"Sobang, Pandeglang",PANDEGLANG,ADORE 200 SC,Fungisida,250 ML,5.0 
2024,07.JULY,CV. Aneka Jaya Tunas Agro,WEST JAVA,HERI PUTRA (H. USMAN),"Sobang, Pandeglang",PANDEGLANG,TRAVERSA 20/60 WG,Insektisida,100 GR,5.0 
2024,07.JULY,CV. Aneka Jaya Tunas Agro,WEST JAVA,HERI PUTRA (H. USMAN),"Sobang, Pandeglang",PANDEGLANG,STROZOL 25/55 WG,Fungisida,50 GR,5.0 
2024,07.JULY,CV. Aneka Jaya Tunas Agro,WEST JAVA,CAHAYA TANI (IBU SITI),"Bojen, Pandeglang",PANDEGLANG,AVJUNSU 18 EC,Insektisida,500 ML,10.0 
2024,07.JULY,CV. Aneka Jaya Tunas Agro,WEST JAVA,CAHAYA TANI (IBU SITI),"Bojen, Pandeglang",PANDEGLANG,AVJUNSU 18 EC,Insektisida,1 L,20.0 
2024,07.JULY,CV. Aneka Jaya Tunas Agro,WEST JAVA,JAYA TANI (JAYA),Tangerang,TANGERANG,E-TOMIL 45 SP,Insektisida,100 GR,5.0 
2024,07.JULY,CV. Aneka Jaya Tunas Agro,WEST JAVA,LANGGANAN JAYA (BPK NUR),"Panimbang, Pandeglang",PANDEGLANG,AVJUNSU 18 EC,Insektisida,1 L,60.0 
2024,07.JULY,CV. Aneka Jaya Tunas Agro,WEST JAVA,LANGGANAN JAYA (BPK NUR),"Panimbang, Pandeglang",PANDEGLANG,ET-6 865 SL,Herbisida,200 ML,30.0 
2024,07.JULY,CV. Aneka Jaya Tunas Agro,WEST JAVA,LANGGANAN JAYA (BPK NUR),"Panimbang, Pandeglang",PANDEGLANG,ET-6 865 SL,Herbisida,400 ML,30.0 
2024,07.JULY,CV. Aneka Jaya Tunas Agro,WEST JAVA,LANGGANAN JAYA (BPK NUR),"Panimbang, Pandeglang",PANDEGLANG,TRAVERSA 20/60 WG,Insektisida,100 GR,50.0 
2024,07.JULY,CV. Aneka Jaya Tunas Agro,WEST JAVA,LANGGANAN JAYA (BPK NUR),"Panimbang, Pandeglang",PANDEGLANG,TRAVERSA 20/60 WG,Insektisida,100 GR,10.0 
2024,07.JULY,CV. Aneka Jaya Tunas Agro,WEST JAVA,LANGGANAN JAYA (BPK NUR),"Panimbang, Pandeglang",PANDEGLANG,ADORE 200 SC,Fungisida,250 ML,15.0 
2024,07.JULY,CV. Aneka Jaya Tunas Agro,WEST JAVA,LANGGANAN JAYA (BPK NUR),"Panimbang, Pandeglang",PANDEGLANG,TRAVERSA 20/60 WG,Insektisida,25 GR,10.0 
2024,07.JULY,CV. Aneka Jaya Tunas Agro,WEST JAVA,LANGGANAN JAYA (BPK NUR),"Panimbang, Pandeglang",PANDEGLANG,ADORE 200 SC,Fungisida,250 ML,25.0 
2024,07.JULY,CV. Aneka Jaya Tunas Agro,WEST JAVA,LANGGANAN JAYA (BPK NUR),"Panimbang, Pandeglang",PANDEGLANG,TRAVERSA 20/60 WG,Insektisida,100 GR,25.0 
2024,07.JULY,CV. Aneka Jaya Tunas Agro,WEST JAVA,LANGGANAN JAYA (BPK NUR),"Panimbang, Pandeglang",PANDEGLANG,ADORE 200 SC,Fungisida,250 ML,25.0 
2024,07.JULY,CV. Aneka Jaya Tunas Agro,WEST JAVA,LANGGANAN JAYA (BPK NUR),"Panimbang, Pandeglang",PANDEGLANG,TRAVERSA 20/60 WG,Insektisida,100 GR,40.0 
2024,07.JULY,CV. Aneka Jaya Tunas Agro,WEST JAVA,LANGGANAN JAYA (BPK NUR),"Panimbang, Pandeglang",PANDEGLANG,TRAVERSA 20/60 WG,Insektisida,25 GR,10.0 
2024,07.JULY,CV. Aneka Jaya Tunas Agro,WEST JAVA,AHLI TANI 13 (BPK MAHMUD),"Panimbang, Pandeglang",PANDEGLANG,AVJUNSU 18 EC,Insektisida,500 ML,50.0 
2024,07.JULY,CV. Aneka Jaya Tunas Agro,WEST JAVA,AHLI TANI 13 (BPK MAHMUD),"Panimbang, Pandeglang",PANDEGLANG,AVJUNSU 18 EC,Insektisida,1 L,130.0 
2024,07.JULY,CV. Aneka Jaya Tunas Agro,WEST JAVA,AHLI TANI 13 (BPK MAHMUD),"Panimbang, Pandeglang",PANDEGLANG,TRAVERSA 20/60 WG,Insektisida,100 GR,5.0 
2024,07.JULY,CV. Aneka Jaya Tunas Agro,WEST JAVA,AHLI TANI 13 (BPK MAHMUD),"Panimbang, Pandeglang",PANDEGLANG,ADORE 200 SC,Fungisida,100 ML,10.0 
2024,07.JULY,CV. Aneka Jaya Tunas Agro,WEST JAVA,AHLI TANI 13 (BPK MAHMUD),"Panimbang, Pandeglang",PANDEGLANG,ADORE 200 SC,Fungisida,250 ML,15.0 
2024,07.JULY,CV. Aneka Jaya Tunas Agro,WEST JAVA,AHLI TANI 13 (BPK MAHMUD),"Panimbang, Pandeglang",PANDEGLANG,E-TOBAN 500/50 SC,Insektisida,400 ML,50.0 
2024,07.JULY,CV. Aneka Jaya Tunas Agro,WEST JAVA,AHLI TANI 13 (BPK MAHMUD),"Panimbang, Pandeglang",PANDEGLANG,TRAVERSA 20/60 WG,Insektisida,100 GR,20.0 
2024,07.JULY,CV. Aneka Jaya Tunas Agro,WEST JAVA,AHLI TANI 13 (BPK MAHMUD),"Panimbang, Pandeglang",PANDEGLANG,TRAVERSA 20/60 WG,Insektisida,25 GR,10.0 
2024,07.JULY,CV. Aneka Jaya Tunas Agro,WEST JAVA,AHLI TANI 13 (BPK MAHMUD),"Panimbang, Pandeglang",PANDEGLANG,ADORE 200 SC,Fungisida,250 ML,15.0 
2024,07.JULY,CV. Aneka Jaya Tunas Agro,WEST JAVA,AHLI TANI 13 (BPK MAHMUD),"Panimbang, Pandeglang",PANDEGLANG,TRAVERSA 20/60 WG,Insektisida,100 GR,15.0 
2024,07.JULY,CV. Aneka Jaya Tunas Agro,WEST JAVA,AHLI TANI 13 (BPK MAHMUD),"Panimbang, Pandeglang",PANDEGLANG,ADORE 200 SC,Fungisida,250 ML,15.0 
2024,07.JULY,CV. Aneka Jaya Tunas Agro,WEST JAVA,AHLI TANI 13 (BPK MAHMUD),"Panimbang, Pandeglang",PANDEGLANG,TRAVERSA 20/60 WG,Insektisida,100 GR,20.0 
2024,07.JULY,CV. Aneka Jaya Tunas Agro,WEST JAVA,ISMAIL,Tangerang,TANGERANG,E-TOBAN 500/50 SC,Insektisida,400 ML,10.0 
2024,07.JULY,CV. Aneka Jaya Tunas Agro,WEST JAVA,JAYA RAYA (BPK RASIMAN),"Pontang, Serang",SERANG,ET-6 865 SL,Herbisida,200 ML,10.0 
2024,07.JULY,CV. Aneka Jaya Tunas Agro,WEST JAVA,JAYA RAYA (BPK RASIMAN),"Pontang, Serang",SERANG,ET-6 865 SL,Herbisida,400 ML,10.0 
2024,07.JULY,CV. Aneka Jaya Tunas Agro,WEST JAVA,MINI JAYA TANI (BPK TARMIN),"Bojen, Pandeglang",PANDEGLANG,ADORE 200 SC,Fungisida,250 ML,60.0 
2024,07.JULY,CV. Aneka Jaya Tunas Agro,WEST JAVA,MINI JAYA TANI (BPK TARMIN),"Bojen, Pandeglang",PANDEGLANG,EMARVEL 100/50 SC,Insektisida,250 ML,10.0 
2024,07.JULY,CV. Aneka Jaya Tunas Agro,WEST JAVA,MINI JAYA TANI (BPK TARMIN),"Bojen, Pandeglang",PANDEGLANG,STROZOL 25/55 WG,Fungisida,50 GR,5.0 
2024,07.JULY,CV. Aneka Jaya Tunas Agro,WEST JAVA,RAGAM JAYA TANI (NUPUS),Cilegon,CILEGON,EMARVEL 100/50 SC,Insektisida,250 ML,2.5 
2024,07.JULY,CV. Aneka Jaya Tunas Agro,WEST JAVA,RAGAM JAYA TANI (NUPUS),Cilegon,CILEGON,AVJUNSU 18 EC,Insektisida,1 L,-30.0 
2024,07.JULY,CV. Aneka Jaya Tunas Agro,WEST JAVA,RIZQUNA TANI (UST. NASORI),"Bojen, Pandeglang",PANDEGLANG,ADORE 200 SC,Fungisida,250 ML,50.0 
2024,07.JULY,CV. Aneka Jaya Tunas Agro,WEST JAVA,RIZQUNA TANI (UST. NASORI),"Bojen, Pandeglang",PANDEGLANG,EMARVEL 100/50 SC,Insektisida,250 ML,15.0 
2024,07.JULY,CV. Aneka Jaya Tunas Agro,WEST JAVA,RIZQUNA TANI (UST. NASORI),"Bojen, Pandeglang",PANDEGLANG,BALTIKO 68/2 WP,Insektisida,100 GR,40.0 
2024,07.JULY,CV. Aneka Jaya Tunas Agro,WEST JAVA,RIZQUNA TANI (UST. NASORI),"Bojen, Pandeglang",PANDEGLANG,TRAVERSA 20/60 WG,Insektisida,100 GR,15.0 
2024,07.JULY,CV. Aneka Jaya Tunas Agro,WEST JAVA,RIZQUNA TANI (UST. NASORI),"Bojen, Pandeglang",PANDEGLANG,ADORE 200 SC,Fungisida,250 ML,40.0 
2024,07.JULY,CV. Aneka Jaya Tunas Agro,WEST JAVA,RIZQUNA TANI (UST. NASORI),"Bojen, Pandeglang",PANDEGLANG,BALTIKO 68/2 WP,Insektisida,100 GR,10.0 
2024,07.JULY,CV. Aneka Jaya Tunas Agro,WEST JAVA,RIZQUNA TANI (UST. NASORI),"Bojen, Pandeglang",PANDEGLANG,TRAVERSA 20/60 WG,Insektisida,100 GR,10.0 
2024,07.JULY,CV. Aneka Jaya Tunas Agro,WEST JAVA,RIZQUNA TANI (UST. NASORI),"Bojen, Pandeglang",PANDEGLANG,TRAVERSA 20/60 WG,Insektisida,25 GR,5.0 
2024,07.JULY,CV. Aneka Jaya Tunas Agro,WEST JAVA,ADE,Jonggol,JONGGOL,E-TOBAN 500/50 SC,Insektisida,100 ML,10.0 
2024,07.JULY,CV. Aneka Jaya Tunas Agro,WEST JAVA,ADE,Jonggol,JONGGOL,E-TOBAN 500/50 SC,Insektisida,400 ML,10.0 
2024,07.JULY,CV. Aneka Jaya Tunas Agro,WEST JAVA,LEBAK TANI (BPK BEDOD),"Kresek, Tangerang",TANGERANG,E-TOBAN 500/50 SC,Insektisida,100 ML,10.0 
2024,07.JULY,CV. Aneka Jaya Tunas Agro,WEST JAVA,LEBAK TANI (BPK BEDOD),"Kresek, Tangerang",TANGERANG,E-TOBAN 500/50 SC,Insektisida,400 ML,10.0 
2024,07.JULY,CV. Aneka Jaya Tunas Agro,WEST JAVA,BERKAH TANI (BPK DEDEN),"Menes, Pandeglang",PANDEGLANG,TRAVERSA 20/60 WG,Insektisida,100 GR,1.0 
2024,07.JULY,CV. Aneka Jaya Tunas Agro,WEST JAVA,BERKAH TANI (BPK DEDEN),"Menes, Pandeglang",PANDEGLANG,TRAVERSA 20/60 WG,Insektisida,100 GR,1.0 
2024,07.JULY,CV. Aneka Jaya Tunas Agro,WEST JAVA,BERKAH TANI (BPK DEDEN),"Menes, Pandeglang",PANDEGLANG,TRAVERSA 20/60 WG,Insektisida,25 GR,1.0 
2024,07.JULY,CV. Aneka Jaya Tunas Agro,WEST JAVA,BERKAH TANI (BPK DEDEN),"Menes, Pandeglang",PANDEGLANG,TRAVERSA 20/60 WG,Insektisida,100 GR,2.0 
2024,07.JULY,CV. Aneka Jaya Tunas Agro,WEST JAVA,SUMBER TANI AGUNG (BPK EMAN),"Munjul, Pandeglang",PANDEGLANG,AVJUNSU 18 EC,Insektisida,250 ML,10.0 
2024,07.JULY,CV. Aneka Jaya Tunas Agro,WEST JAVA,SUMBER TANI AGUNG (BPK EMAN),"Munjul, Pandeglang",PANDEGLANG,AVJUNSU 18 EC,Insektisida,500 ML,10.0 
2024,07.JULY,CV. Aneka Jaya Tunas Agro,WEST JAVA,SUMBER TANI AGUNG (BPK EMAN),"Munjul, Pandeglang",PANDEGLANG,TRAVERSA 20/60 WG,Insektisida,100 GR,5.0 
2024,07.JULY,CV. Aneka Jaya Tunas Agro,WEST JAVA,SUMBER TANI AGUNG (BPK EMAN),"Munjul, Pandeglang",PANDEGLANG,STROZOL 25/55 WG,Fungisida,50 GR,1.0 
2024,07.JULY,CV. Aneka Jaya Tunas Agro,WEST JAVA,SUMBER TANI AGUNG (BPK EMAN),"Munjul, Pandeglang",PANDEGLANG,TRAVERSA 20/60 WG,Insektisida,100 GR,10.0 
2024,07.JULY,CV. Aneka Jaya Tunas Agro,WEST JAVA,SUMBER TANI AGUNG (BPK EMAN),"Munjul, Pandeglang",PANDEGLANG,TRAVERSA 20/60 WG,Insektisida,25 GR,5.0 
2024,07.JULY,CV. Aneka Jaya Tunas Agro,WEST JAVA,H. TAJUDIN,"Binuang, Serang",SERANG,ET-6 865 SL,Herbisida,200 ML,10.0 
2024,07.JULY,CV. Aneka Jaya Tunas Agro,WEST JAVA,MULTI PRIMA TANI (BPK HERMAN),"Wanasalam, Pandeglang Selatan",PANDEGLANG,TRAVERSA 20/60 WG,Insektisida,100 GR,5.0 
2024,07.JULY,CV. Aneka Jaya Tunas Agro,WEST JAVA,GILANG TANI (BPK KHOMAR),"Cigeulis, Pandeglang",PANDEGLANG,ET-6 865 SL,Herbisida,200 ML,10.0 
2024,07.JULY,CV. Aneka Jaya Tunas Agro,WEST JAVA,GILANG TANI (BPK KHOMAR),"Cigeulis, Pandeglang",PANDEGLANG,ET-6 865 SL,Herbisida,400 ML,10.0 
2024,07.JULY,CV. Aneka Jaya Tunas Agro,WEST JAVA,PUTRA TANI (BPK YANI),"Ciruas, Serang",SERANG,AVJUNSU 18 EC,Insektisida,1 L,40.0 
2024,07.JULY,CV. Aneka Jaya Tunas Agro,WEST JAVA,PUTRA TANI (BPK YANI),"Ciruas, Serang",SERANG,AVJUNSU 18 EC,Insektisida,250 ML,10.0 
2024,07.JULY,CV. Aneka Jaya Tunas Agro,WEST JAVA,PUTRA TANI (BPK YANI),"Ciruas, Serang",SERANG,AVJUNSU 18 EC,Insektisida,1 L,20.0 
2024,07.JULY,CV. Aneka Jaya Tunas Agro,WEST JAVA,HIRZI TANI JAYA (BPK KOSIM),"Kronjo, Tangerang",TANGERANG,AVJUNSU 18 EC,Insektisida,500 ML,20.0 
2024,07.JULY,CV. Aneka Jaya Tunas Agro,WEST JAVA,HIRZI TANI JAYA (BPK KOSIM),"Kronjo, Tangerang",TANGERANG,E-TOBAN 500/50 SC,Insektisida,400 ML,20.0 
2024,07.JULY,CV. Aneka Jaya Tunas Agro,WEST JAVA,AILA TANI (BPK MAKMUR),"Pontang, Serang",SERANG,AVJUNSU 18 EC,Insektisida,500 ML,10.0 
2024,07.JULY,CV. Aneka Jaya Tunas Agro,WEST JAVA,AILA TANI (BPK MAKMUR),"Pontang, Serang",SERANG,AVJUNSU 18 EC,Insektisida,1 L,10.0 
2024,07.JULY,CV. Aneka Jaya Tunas Agro,WEST JAVA,AILA TANI (BPK MAKMUR),"Pontang, Serang",SERANG,ET-6 865 SL,Herbisida,200 ML,10.0 
2024,07.JULY,CV. Aneka Jaya Tunas Agro,WEST JAVA,AILA TANI (BPK MAKMUR),"Pontang, Serang",SERANG,ET-6 865 SL,Herbisida,400 ML,10.0 
